model,group,group_dataset_count,rank_pos,competitor,ratio,gnn_stage,avg_rank,competitor_dataset_count,source_file
excelformer,large_datasets+binclass+numerical,6,5,tabpfn,0.8/0.15/0.05,none,8.5,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,6,excelformer,0.05/0.15/0.8,start,8.5,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,7,tabgnn,0.8/0.15/0.05,none,9.0,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,8,excelformer,0.05/0.15/0.8,encoding,9.33,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,9,excelformer,0.05/0.15/0.8,none,9.33,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,10,lightgbm,0.8/0.15/0.05,none,10.67,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,11,excelformer,0.05/0.15/0.8,columnwise,10.67,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,12,catboost,0.05/0.15/0.8,none,10.83,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,13,xgboost,0.05/0.15/0.8,none,11.33,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,14,xgboost,0.8/0.15/0.05,none,11.5,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,15,excelformer,0.8/0.15/0.05,none,11.5,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,16,catboost,0.8/0.15/0.05,none,11.67,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,17,lightgbm,0.05/0.15/0.8,none,12.0,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,18,t2g-former,0.05/0.15/0.8,none,14.5,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,19,t2g-former,0.8/0.15/0.05,none,16.0,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,1,tabgnn,0.05/0.15/0.8,none,3.8,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,2,excelformer,0.05/0.15/0.8,columnwise,4.8,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,3,excelformer,0.05/0.15/0.8,materialize,5.4,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,4,tabgnn,0.8/0.15/0.05,none,5.8,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,5,tabpfn,0.05/0.15/0.8,none,6.0,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,6,excelformer,0.05/0.15/0.8,none,7.4,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,7,excelformer,0.05/0.15/0.8,decoding,7.8,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,8,excelformer,0.05/0.15/0.8,start,7.8,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,9,excelformer,0.05/0.15/0.8,encoding,8.0,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,10,lightgbm,0.05/0.15/0.8,none,8.2,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,11,tabpfn,0.8/0.15/0.05,none,9.0,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,12,xgboost,0.05/0.15/0.8,none,10.8,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,13,catboost,0.05/0.15/0.8,none,11.2,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,14,xgboost,0.8/0.15/0.05,none,14.6,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,15,t2g-former,0.05/0.15/0.8,none,15.0,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,16,excelformer,0.8/0.15/0.05,none,15.2,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,17,catboost,0.8/0.15/0.05,none,15.8,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,18,t2g-former,0.8/0.15/0.05,none,16.2,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,19,lightgbm,0.8/0.15/0.05,none,17.2,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,1,tabgnn,0.05/0.15/0.8,none,3.61,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,2,tabpfn,0.05/0.15/0.8,none,4.69,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,3,excelformer,0.05/0.15/0.8,decoding,5.92,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,4,tabpfn,0.8/0.15/0.05,none,7.33,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,5,excelformer,0.05/0.15/0.8,materialize,7.56,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,6,excelformer,0.05/0.15/0.8,start,7.86,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,7,tabgnn,0.8/0.15/0.05,none,8.28,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,8,xgboost,0.05/0.15/0.8,none,8.33,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,9,lightgbm,0.05/0.15/0.8,none,8.47,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,10,catboost,0.05/0.15/0.8,none,9.75,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,11,excelformer,0.05/0.15/0.8,none,9.75,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,12,excelformer,0.05/0.15/0.8,encoding,9.94,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,13,excelformer,0.05/0.15/0.8,columnwise,10.36,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,14,t2g-former,0.05/0.15/0.8,none,13.44,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,15,excelformer,0.8/0.15/0.05,none,14.42,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,16,lightgbm,0.8/0.15/0.05,none,14.47,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,17,xgboost,0.8/0.15/0.05,none,14.92,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,18,catboost,0.8/0.15/0.05,none,15.11,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+binclass+numerical,6,19,t2g-former,0.8/0.15/0.05,none,15.78,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,1,t2g-former,0.8/0.15/0.05,none,1.33,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,2,tabpfn,0.8/0.15/0.05,none,2.0,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,3,excelformer,0.8/0.15/0.05,none,3.67,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,4,catboost,0.8/0.15/0.05,none,4.0,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,5,lightgbm,0.8/0.15/0.05,none,4.33,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,6,xgboost,0.8/0.15/0.05,none,5.67,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,7,catboost,0.05/0.15/0.8,none,8.67,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,8,tabpfn,0.05/0.15/0.8,none,8.67,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,9,t2g-former,0.05/0.15/0.8,none,9.33,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,10,xgboost,0.05/0.15/0.8,none,10.0,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,11,lightgbm,0.05/0.15/0.8,none,10.67,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,12,tabgnn,0.8/0.15/0.05,none,12.33,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,13,excelformer,0.05/0.15/0.8,none,12.67,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,14,excelformer,0.05/0.15/0.8,encoding,13.67,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,15,excelformer,0.05/0.15/0.8,columnwise,14.0,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,16,tabgnn,0.05/0.15/0.8,none,15.33,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,17,excelformer,0.05/0.15/0.8,start,17.0,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,18,excelformer,0.05/0.15/0.8,materialize,18.0,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,19,excelformer,0.05/0.15/0.8,decoding,18.67,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,1,tabpfn,0.05/0.15/0.8,none,1.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,2,tabpfn,0.8/0.15/0.05,none,2.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,3,tabgnn,0.05/0.15/0.8,none,3.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,4,tabgnn,0.8/0.15/0.05,none,4.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,5,excelformer,0.05/0.15/0.8,decoding,5.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,6,t2g-former,0.05/0.15/0.8,none,6.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,7,t2g-former,0.8/0.15/0.05,none,7.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,8,excelformer,0.05/0.15/0.8,start,8.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,9,catboost,0.05/0.15/0.8,none,9.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,10,catboost,0.8/0.15/0.05,none,10.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,11,excelformer,0.05/0.15/0.8,materialize,11.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,12,excelformer,0.05/0.15/0.8,none,12.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,13,xgboost,0.05/0.15/0.8,none,13.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,14,xgboost,0.8/0.15/0.05,none,14.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,15,lightgbm,0.05/0.15/0.8,none,15.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,16,lightgbm,0.8/0.15/0.05,none,16.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,17,excelformer,0.05/0.15/0.8,columnwise,17.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,18,excelformer,0.05/0.15/0.8,encoding,18.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,19,excelformer,0.8/0.15/0.05,none,19.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,1,tabpfn,0.05/0.15/0.8,none,1.6,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,2,tabpfn,0.8/0.15/0.05,none,1.6,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,3,tabgnn,0.05/0.15/0.8,none,3.3,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,4,tabgnn,0.8/0.15/0.05,none,3.7,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,5,excelformer,0.05/0.15/0.8,start,5.7,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,6,excelformer,0.05/0.15/0.8,materialize,6.8,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,7,xgboost,0.05/0.15/0.8,none,9.3,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,8,catboost,0.05/0.15/0.8,none,10.7,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,9,t2g-former,0.05/0.15/0.8,none,10.8,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,10,excelformer,0.05/0.15/0.8,none,11.0,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,11,excelformer,0.05/0.15/0.8,encoding,11.0,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,12,lightgbm,0.05/0.15/0.8,none,11.1,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,13,excelformer,0.05/0.15/0.8,columnwise,11.1,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,14,excelformer,0.05/0.15/0.8,decoding,13.8,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
excelformer,large_datasets+multiclass+numerical,3,15,t2g-former,0.8/0.15/0.05,none,14.4,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/excelformer_gnn_enhancement.md
